,UniProt ID,Synonyms
716,O60218,"['ARL-1', 'EC 1.1.1.300', 'hARP', 'HSI', 'aldo-keto reductase family 1 member B10', 'HIS', 'Aldose reductase-like', 'AKR1B12', 'AKR1B11', 'ALDRLn', 'Aldo-keto reductase family 1 member B10', 'SI reductase', 'ARP', 'ARL1', 'Small intestine reductase', 'EC 1.1.1.54', 'Aldose reductase-related protein', 'AKR1B10']"
717,O14832,"['LNAP1', 'phytanoyl-CoA 2-hydroxylase', 'Phytanic acid oxidase', 'Phytanoyl-CoA alpha-hydroxylase', 'RD', 'PhyH', 'EC 1.14.11.18', 'LN1', 'PHYH1', 'PHYH', 'PAHX', 'Phytanoyl-CoA dioxygenase, peroxisomal']"
718,Q8N183,"['Myc-induced mitochondrial protein', 'B17.2-like', 'MC1DN10', 'mimitin', 'NDUFA12L', 'NDUFA12-like protein', 'B17.2L', 'NDUFAF2', 'NADH:ubiquinone oxidoreductase complex assembly factor 2', 'Mimitin', 'MMTN', 'NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2']"
719,Q9BQ95,"['ECSIT signaling integrator', 'Protein SITPEC', 'SITPEC', 'ECSIT', 'Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial']"
720,Q9H300,"['EC 3.4.21.105', 'P-beta', 'presenilin associated rhomboid like', 'RHBDS1', 'Presenilins-associated rhomboid-like protein, mitochondrial', 'PARL', 'PSARL', 'PSENIP2', 'Mitochondrial intramembrane cleaving protease PARL', 'PRO2207', 'Pbeta', 'PSARL1']"
721,Q9Y6G3,"['L42mt', '39S ribosomal protein L31, mitochondrial', 'MRP-S32', 'L31MT', 'RPML31', 'MRPS32', 'MRP-L42', 'HSPC204', 'MRPL31', 'PTD007', 'S32MT', '39S ribosomal protein L42, mitochondrial', 'MRPL42', 'mitochondrial ribosomal protein L42', 'Mitochondrial large ribosomal subunit protein mL42', 'L42MT', 'L31mt', 'MRP-L31']"
722,Q9NNZ3,"['Multiple endocrine neoplasia type 1 candidate protein number 18', 'DnaJ heat shock protein family (Hsp40) member C4', 'HSPF2', 'DANJC4', 'DnaJ-like protein HSPF2', 'MCG18', 'DnaJ homolog subfamily C member 4', 'DNAJC4']"
723,Q9Y3D7,"['TIMM16', 'TIM16', 'Mitochondrial import inner membrane translocase subunit TIM16', 'Mitochondria-associated granulocyte macrophage CSF-signaling molecule', 'SMDMDM', 'PAM16', 'presequence translocase associated motor 16', 'Presequence translocated-associated motor subunit PAM16', 'CGI-136', 'MAGMAS']"
724,P51648,"['Fatty aldehyde dehydrogenase', 'Microsomal aldehyde dehydrogenase', 'EC 1.2.1.3', 'ALDH3A2', 'Aldehyde dehydrogenase 10', 'FALDH', 'aldehyde dehydrogenase 3 family member A2', 'ALDH10', 'EC 1.2.1.94', 'SLS', 'Aldehyde dehydrogenase family 3 member A2']"
725,Q9UKU0,"['LACS5', 'acyl-CoA synthetase long chain family member 6', 'Long-chain-fatty-acid--CoA ligase 6', 'EC 6.2.1.3', 'ACSL6', 'Long-chain acyl-CoA synthetase 6', 'LACS 6', 'EC 6.2.1.15', 'FACL6', 'LACS2', 'ACS2', 'Arachidonate--CoA ligase']"
726,Q9HD23,"['HPT', 'MRS2L', 'Magnesium transporter MRS2 homolog, mitochondrial', 'MRS2-like protein', 'magnesium transporter MRS2', 'MRS2']"
727,Q9NUJ1,"['-', 'Abhydrolase domain-containing protein 10', 'EC 3.1.2.22', 'ABHD10', 'Mycophenolic acid acyl-glucuronide esterase, mitochondrial', 'Palmitoyl-protein thioesterase ABHD10, mitochondrial', 'Alpha/beta hydrolase domain-containing protein 10', 'abhydrolase domain containing 10, depalmitoylase', 'Acyl-protein thioesterase ABHD10', 'EC 3.1.1.93']"
728,Q9NQE9,"['EC 3.-.-.-', 'HINT3', 'histidine triad nucleotide binding protein 3', 'HINT-3', 'HINT4', 'Histidine triad nucleotide-binding protein 3']"
729,Q9Y6I8,"['24 kDa peroxisomal intrinsic membrane protein', 'Peroxisomal membrane protein 4', 'PMP24', 'PXMP4', 'peroxisomal membrane protein 4']"
730,Q9H4B0,"['Qri7', 't(6)A37 threonylcarbamoyladenosine biosynthesis protein OSGEPL1', 'Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial', 'EC 2.3.1.234', 'tRNA threonylcarbamoyladenosine biosynthesis protein OSGEPL1', 'OSGEPL1', 'OSGEPL', 't(6)A synthase', 'N6-L-threonylcarbamoyladenine synthase', 'O-sialoglycoprotein endopeptidase like 1', 'O-sialoglycoprotein endopeptidase-like protein 1']"
731,P50583,"['APAH1', 'Nudix motif 2', ""Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]"", 'Ap4A hydrolase', 'Nucleoside diphosphate-linked moiety X motif 2', 'Ap4Aase', 'nudix hydrolase 2', 'NUDT2', 'Diadenosine tetraphosphatase', ""Diadenosine 5',5'''-P1,P4-tetraphosphate asymmetrical hydrolase"", 'EC 3.6.1.17']"
732,O43169,"['cytochrome b5 type B', 'Cytochrome b5 outer mitochondrial membrane isoform', 'CYPB5M', 'CYB5B', 'Cytochrome b5 type B', 'OMB5', 'CYB5-M']"
733,Q12849,"['-', 'G-rich sequence factor 1', 'GRSF1', 'G-rich RNA sequence binding factor 1', 'GRSF-1']"
734,Q9Y676,"['28S ribosomal protein S18-2, mitochondrial', 'S18amt', 'C6orf14', 'MRPS18-2', 'S18mt-b', 'PTD017', 'mitochondrial ribosomal protein S18B', 'MRP-S18-2', 'HSPC183', 'HumanS18a', 'MRPS18B', 'Mitochondrial small ribosomal subunit protein bS18b', 'Mrps18-b', '28S ribosomal protein S18b, mitochondrial', 'Mitochondrial small ribosomal subunit protein mS40', 'MRP-S18-b']"
735,Q96LL9,"['DnaJ heat shock protein family (Hsp40) member C30', 'Williams-Beuren syndrome chromosomal region 18 protein', 'DnaJ homolog subfamily C member 30, mitochondrial', 'DNAJC30', 'WBSCR18']"
736,P04040,"['Catalase', 'CAT', '-', 'EC 1.11.1.6', 'catalase']"
737,Q16854,"['Deoxyadenosine kinase, mitochondrial', 'DGUOK', 'deoxyguanosine kinase', 'PEOB4', 'EC 2.7.1.113', 'NCPH', 'EC 2.7.1.76', 'Deoxyguanosine kinase, mitochondrial', 'MTDPS3', 'dGK']"
738,Q9Y305,"['Acyl-CoA thioester hydrolase 9', 'EC 3.1.2.-', 'ACOT9', 'ACATE2', 'MT-ACT48', 'MTACT48', 'CGI-16', 'Acyl-coenzyme A thioesterase 9, mitochondrial', 'acyl-CoA thioesterase 9', 'Acyl-CoA thioesterase 9']"
739,Q9NUB1,"['ACECS1', 'Propionate--CoA ligase', 'Acetyl-CoA synthetase 2', 'AceCS2L', 'ACAS2L', 'EC 6.2.1.17', 'EC 6.2.1.1', 'AceCS2', 'ACSS1', 'Acyl-CoA synthetase short-chain family member 1', 'Acetate--CoA ligase 2', 'Acetyl-coenzyme A synthetase 2-like, mitochondrial', 'acyl-CoA synthetase short chain family member 1']"
740,Q969G6,"['RFK', ""ATP:riboflavin 5'-phosphotransferase"", 'riboflavin kinase', 'EC 2.7.1.26', 'RIFK', 'Riboflavin kinase', 'Flavokinase']"
741,Q9NQZ5,"['START domain-containing protein 7', 'StAR related lipid transfer domain containing 7', 'GTT1', 'STARD7', 'StARD7', 'Gestational trophoblastic tumor protein 1', 'FAME2', 'StAR-related lipid transfer protein 7, mitochondrial']"
742,Q8WUD6,"['choline phosphotransferase 1', 'EC 2.7.8.2', 'CPT', 'Diacylglycerol cholinephosphotransferase 1', 'hCPT1', 'AAPT1-like protein', 'CHPT1', 'Cholinephosphotransferase 1', 'CPT1']"
743,P03928,"['A6L', 'MTATP8', 'ATP synthase protein 8', 'F-ATPase subunit 8', 'ATPase8', 'MT-ATP8', 'ATP synthase F0 subunit 8']"
744,Q9NPL8,"['translocase of inner mitochondrial membrane domain containing 1', 'Complex I assembly factor TIMMDC1, mitochondrial', 'Translocase of inner mitochondrial membrane domain-containing protein 1', 'TIMM domain containing-protein 1', 'MC1DN31', 'TIMMDC1', 'Protein M5-14', 'C3orf1']"
745,Q7Z5L4,"['Spergen-1', 'SPAS1', 'CT132', 'Spermatogenesis-associated protein 19, mitochondrial', 'spermatogenesis associated 19', 'SPATA19', 'spergen1', 'Spermatogenic cell-specific gene 1 protein']"
746,Q9BUP3,"['EC 1.1.1.-', 'SDR44U1', 'Oxidoreductase HTATIP2', 'TIP30', '30 kDa HIV-1 TAT-interacting protein', 'HIV-1 Tat interactive protein 2', 'HIV-1 TAT-interactive protein 2', 'HTATIP2', 'CC3']"
747,O43488,"['Aflatoxin B1 aldehyde reductase member 2', 'Aldoketoreductase 7', 'AFB1-AR1', 'EC 1.1.1.n11', 'AFB1 aldehyde reductase 1', 'aldo-keto reductase family 7 member A2', 'SSA reductase', 'AFAR1', 'Succinic semialdehyde reductase', 'AFAR', 'AKR7A2', 'AFB1-AR 1', 'AKR7']"
748,P33316,"[""Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial"", 'dUTPase', 'dUTP pyrophosphatase', 'DUT', 'EC 3.6.1.23', 'deoxyuridine triphosphatase']"
749,P00414,"['Cytochrome c oxidase subunit 3', 'EC 7.1.1.9', 'MTCO3', 'cytochrome c oxidase III', 'Cytochrome c oxidase polypeptide III', 'MT-CO3', 'COIII']"
750,Q6IAN0,"['EC 1.1.-.-', 'DHRS7B', 'Short-chain dehydrogenase/reductase family 32C member 1', 'SDR32C1', 'CGI-93', 'dehydrogenase/reductase 7B', 'Dehydrogenase/reductase SDR family member 7B']"
751,O75570,"['mitochondrial translation release factor 1', 'MRF-1', 'RF1', 'Peptide chain release factor 1, mitochondrial', 'MTTRF1', 'MtRF-1', 'MRF1', 'MTRF1']"
752,Q96AN5,"['transmembrane protein 143', 'Transmembrane protein 143', 'TMEM143', '-']"
753,Q9NPB1,"['EC 3.1.3.-', ""5'(3')-deoxyribonucleotidase, mitochondrial"", 'NT5M', 'mdN', 'dNT2', ""5',3'-nucleotidase, mitochondrial"", 'dNT-2', ""Deoxy-5'-nucleotidase 2""]"
754,Q8IXI2,"['ARHT1', 'MIRO1', 'MIRO-1', 'Mitochondrial Rho GTPase 1', 'EC 3.6.5.-', 'RHOT1', 'Ras homolog gene family member T1', 'Rac-GTP-binding protein-like protein', 'hMiro-1', 'ras homolog family member T1']"
755,O00746,"['EC 2.7.4.6', 'NM23H4', 'NDP kinase, mitochondrial', 'Nucleoside diphosphate kinase, mitochondrial', 'NME/NM23 nucleoside diphosphate kinase 4', 'nm23-H4', 'NME4', 'NDPK-D', 'NDK', 'Nucleoside diphosphate kinase D', 'NDPKD']"
756,P49914,"['5-formyltetrahydrofolate cyclo-ligase', 'EC 6.3.3.2', 'NEDMEHM', 'methenyltetrahydrofolate synthetase', 'Methenyl-THF synthetase', 'MTHFS', '5,10-methenyl-tetrahydrofolate synthetase', 'HsT19268']"
757,Q9BSF4,"['Mitochondrial import inner membrane translocase subunit Tim29', 'translocase of inner mitochondrial membrane 29', 'TIM29', 'TIMM29', 'C19orf52']"
758,Q9NVS9,"[""Pyridoxine-5'-phosphate oxidase"", 'EC 1.4.3.5', 'PNPO', ""pyridoxamine 5'-phosphate oxidase"", 'PDXPO', 'HEL-S-302', 'Pyridoxamine-phosphate oxidase']"
759,Q8IYU8,"['1110008L20Rik', 'EF-hand domain-containing family member A1', 'EFHA1', 'MICU2', 'mitochondrial calcium uptake 2', 'Calcium uptake protein 2, mitochondrial']"
760,Q9H0N5,"['HNF-1-alpha dimerization cofactor', 'DCOHM', 'DCOH2', 'pterin-4 alpha-carbinolamine dehydratase 2', 'PCBD2', 'DcoH-like protein DCoHm', 'EC 4.2.1.96', '4-alpha-hydroxy-tetrahydropterin dehydratase 2', 'Dimerization cofactor of hepatocyte nuclear factor 1 from muscle', 'PHS 2', 'Pterin-4-alpha-carbinolamine dehydratase 2', 'PHS2']"
761,Q9H0R6,"['GatA', 'COXPD40', 'Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial', 'Glutaminyl-tRNA synthase-like protein 1', 'QRSL1', 'glutaminyl-tRNA amidotransferase subunit QRSL1', 'EC 6.3.5.7', 'Glu-AdT subunit A']"
762,Q86TW2,"['AarF domain-containing protein kinase 1', '-', 'aarF domain containing kinase 1', 'EC 2.7.-.-', 'ADCK1']"
763,P30041,"['1-Cys peroxiredoxin', 'aiPLA2', 'Non-selenium glutathione peroxidase', 'Peroxiredoxin-6', 'Acidic calcium-independent phospholipase A2', 'AOP2', 'peroxiredoxin 6', 'Liver 2D page spot 40', 'Red blood cells page spot 12', 'LPC acyltransferase 5', 'p29', 'EC 1.11.1.27', '1-Cys PRX', '1-Cys', '24 kDa protein', 'Glutathione-dependent peroxiredoxin', 'EC 2.3.1.23', 'Antioxidant protein 2', 'Lyso-PC acyltransferase 5', 'PRDX6', 'Lysophosphatidylcholine acyltransferase 5', 'LPCAT-5', 'EC 3.1.1.4', 'HEL-S-128m', 'PRX', 'NSGPx']"
764,Q9BPW8,"['-', 'Protein NipSnap homolog 1', 'nipsnap homolog 1', 'NIPSNAP1', 'NipSnap1']"
765,P41250,"['Diadenosine tetraphosphate synthetase', 'GlyRS', 'Ap4A synthetase', 'DSMAV', 'SMAD1', 'GARS1', 'EC 6.1.1.14', 'Glycine--tRNA ligase', 'HMN5', 'Glycyl-tRNA synthetase', 'GARS', 'CMT2D', 'glycyl-tRNA synthetase 1', 'Glycyl-tRNA synthetase 1', 'EC 2.7.7.-']"
766,Q08AH3,"['EC 6.2.1.25', 'ACSM2', 'Benzoate--CoA ligase', 'Middle-chain acyl-CoA synthetase 2A', 'Acyl-coenzyme A synthetase ACSM2A, mitochondrial', 'Butyryl-coenzyme A synthetase 2A', 'Butyrate--CoA ligase 2A', 'Acyl-CoA synthetase medium-chain family member 2A', 'A-923A4.1', 'ACSM2A', 'acyl-CoA synthetase medium chain family member 2A', 'EC 6.2.1.2']"
767,Q9BSK2,"['solute carrier family 25 member 33', 'PNC1', 'BMSC-MCP', 'Bone marrow stromal cell mitochondrial carrier protein', 'Protein PNC1', 'HuBMSC-MCP', 'Solute carrier family 25 member 33', 'SLC25A33']"
768,A8MSI8,"['LYRM9', 'HSD24', 'C17orf108', 'LYR motif-containing protein 9', 'LYR motif containing 9']"
769,Q969Q5,"['RAB24', 'RAB24, member RAS oncogene family', '-', 'Ras-related protein Rab-24']"
770,Q7L3T8,"['Probable proline--tRNA ligase, mitochondrial', 'MT-PRORS', 'ProRS', 'EIEE75', 'proRS', 'PARS2', 'EC 6.1.1.15', 'Prolyl-tRNA synthetase', 'prolyl-tRNA synthetase 2, mitochondrial']"
771,Q86TS9,"['mitochondrial ribosomal protein L52', '-', 'MRPL52', 'Mitochondrial large ribosomal subunit protein mL52', 'L52mt', 'MRP-L52', '39S ribosomal protein L52, mitochondrial']"
772,Q9Y606,"['PUS1', 'tRNA pseudouridylate synthase I', 'tRNA pseudouridine(38-40) synthase', 'pseudouridine synthase 1', 'tRNA-uridine isomerase I', 'tRNA pseudouridine synthase A', 'MLASA1', 'EC 5.4.99.12']"
773,P00505,"['Aspartate aminotransferase, mitochondrial', 'KAT4', 'KYAT4', 'Kynurenine--oxoglutarate transaminase 4', 'glutamic-oxaloacetic transaminase 2', 'mAspAT', 'Kynurenine aminotransferase 4', 'EC 2.6.1.1', 'Plasma membrane-associated fatty acid-binding protein', 'FABP-1', 'KATIV', 'FABPpm', 'Kynurenine--oxoglutarate transaminase IV', 'mitAAT', 'Fatty acid-binding protein', 'Kynurenine aminotransferase IV', 'Glutamate oxaloacetate transaminase 2', 'Transaminase A', 'GOT2', 'EC 2.6.1.7']"
774,Q8IW45,"['EC 4.2.1.93', 'NAD(P)HX dehydratase', 'NAXD', 'ATP-dependent NAD(P)HX dehydratase', 'PEBEL2', 'CARKD', 'Carbohydrate kinase domain-containing protein', 'LP3298', 'ATP-dependent (S)-NAD(P)H-hydrate dehydratase']"
775,P03897,"['MT-ND3', 'MTND3', 'EC 7.1.1.2', 'NADH dehydrogenase, subunit 3 (complex I)', 'NADH-ubiquinone oxidoreductase chain 3', 'NADH dehydrogenase subunit 3']"
776,Q96QU6,"['ACCS', 'ACC synthase-like protein 1', '1-aminocyclopropane-1-carboxylate synthase homolog (inactive)', '1-aminocyclopropane-1-carboxylate synthase-like protein 1', 'ACS', 'PHACS']"
777,Q9Y3E5,"['PTRH2', 'IMNEPD', 'PTH 2', 'Peptidyl-tRNA hydrolase 2, mitochondrial', 'EC 3.1.1.29', 'PTH', 'peptidyl-tRNA hydrolase 2', 'PTH2', 'CFAP37', 'CGI-147', 'BIT1', 'Bcl-2 inhibitor of transcription 1']"
778,Q32NB8,"['CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial', '-', 'Phosphatidylglycerophosphate synthase 1', 'PGP synthase 1', 'EC 2.7.8.5', 'phosphatidylglycerophosphate synthase 1', 'PGS1']"
779,Q8N573,"['Nbla00307', 'OXR1', 'oxidation resistance 1', 'CHEGDD', 'Oxidation resistance protein 1', 'TLDC3']"
780,Q5VWZ2,"['Q96AV0', 'EC 3.1.2.-', 'Lysophospholipase-like protein 1', 'LYPLAL1', 'lysophospholipase like 1']"
781,Q9NX36,"['C21orf55', 'DnaJ heat shock protein family (Hsp40) member C28', 'DNAJC28', 'C21orf78', 'DnaJ homolog subfamily C member 28']"
782,Q05932,"['Folylpoly-gamma-glutamate synthetase', '-', 'folylpolyglutamate synthase', 'Tetrahydrofolate synthase', 'Tetrahydrofolylpolyglutamate synthase', 'EC 6.3.2.17', 'Folylpolyglutamate synthase, mitochondrial', 'FPGS']"
783,Q6UW68,"['transmembrane protein 205', 'TMEM205', 'Transmembrane protein 205', 'UNQ501']"
784,Q5H9E4,"['solute carrier family 25 member 53', 'Solute carrier family 25 member 53', 'SLC25A53', 'MCART6', 'Mitochondrial carrier triple repeat protein 6']"
785,Q96NN9,"['Apoptosis-inducing factor-like protein', 'apoptosis inducing factor mitochondria associated 3', 'Apoptosis-inducing factor 3', 'AIFL', 'AIFM3', 'EC 1.-.-.-']"
786,P10620,"['GST12', 'Microsomal GST-1', 'EC 2.5.1.18', 'MGST-I', 'Microsomal glutathione S-transferase 1', 'microsomal glutathione S-transferase 1', 'MGST', 'Microsomal GST-I', 'MGST1']"
787,Q9UDX5,"['Mitochondrial 18 kDa protein', 'mitochondrial fission process 1', 'HSPC242', 'MTFP1', 'Mitochondrial fission process protein 1', 'MTP18']"
788,Q9NYJ1,"['CMC3', 'Coiled-coil-helix-coiled-coil-helix domain-containing protein 8', 'cytochrome c oxidase assembly factor 4 homolog', 'E2IG2', 'CHCHD8', 'E2-induced gene 2 protein', 'COA4', 'Cytochrome c oxidase assembly factor 4 homolog, mitochondrial']"
789,Q9GZT8,"['NGG1 interacting factor 3 like 1', 'NIF3-like protein 1', 'Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 1 protein', 'NIF3L1', 'MDS015', 'CALS-7', 'ALS2CR1']"
790,Q8N0Z8,"['EC 5.4.99.-', '-', 'tRNA-uridine isomerase-like 1', 'pseudouridine synthase like 1', 'tRNA pseudouridylate synthase-like 1', 'PUSL1', 'tRNA pseudouridine synthase-like 1']"
791,Q96GA7,"['L-serine dehydratase/L-threonine deaminase', 'serine dehydratase like', 'L-threonine dehydratase', 'L-serine deaminase', 'SDS-RS1', 'Serine dehydratase 2', 'EC 4.3.1.17', 'cSDH', 'Serine dehydratase-like', 'SDSL', 'EC 4.3.1.19', 'TDH', 'SDH 2']"
792,Q07812,"['BCL2L4', 'Bcl-2-like protein 4', 'BAX', 'Bcl2-L-4', 'Apoptosis regulator BAX', 'BCL2 associated X, apoptosis regulator']"
793,Q7Z434,"['Virus-induced-signaling adapter', 'Mitochondrial antiviral-signaling protein', 'MAVS', 'IPS-1', 'CARD adapter inducing interferon beta', 'IPS1', 'CARDIF', 'Cardif', 'Putative NF-kappa-B-activating protein 031N', 'VISA', 'Interferon beta promoter stimulator protein 1', 'mitochondrial antiviral signaling protein']"
794,Q9H7H0,"['methyltransferase like 17', 'METT11D1', 'METTL17', 'EC 2.1.1.-', 'Methyltransferase 11 domain-containing protein 1', 'False p73 target gene protein', 'Protein RSM22 homolog, mitochondrial', 'Methyltransferase-like protein 17, mitochondrial']"
795,O00763,"['EC 6.4.1.2', 'ACC-beta', 'ACC2', 'Acetyl-CoA carboxylase 2', 'ACACB', 'acetyl-CoA carboxylase beta', 'ACCB', 'HACC275']"
796,P78540,"['ARG2', '-', 'Arginase-2, mitochondrial', 'arginase 2', 'Arginase II', 'Kidney-type arginase', 'Type II arginase', 'EC 3.5.3.1', 'Non-hepatic arginase']"
797,Q9NVV4,"['Terminal uridylyltransferase 1', 'EC 2.7.7.19', 'PAPD1', 'mtPAP', 'mitochondrial poly(A) polymerase', 'Polynucleotide adenylyltransferase', 'SPAX4', 'TENT6', 'PAP-associated domain-containing protein 1', 'PAP', 'MTPAP', 'Poly(A) RNA polymerase, mitochondrial', 'TUTase 1']"
798,Q96ER9,"['Coiled-coil domain-containing protein 51', 'Mitochondrial potassium channel', 'coiled-coil domain containing 51', 'CCDC51', 'MITOK']"
799,Q9HAC7,"['succinyl-CoA:glutarate-CoA transferase', 'SUGCT', 'DERP13', 'EC 2.8.3.13', 'ORF19', 'C7orf10', 'SuccinylCoA:glutarate-CoA transferase', 'Succinate--hydroxymethylglutarate CoA-transferase', 'Dermal papilla-derived protein 13', 'GA3']"
800,O00429,"['HdynIV', 'Dynamin-like protein', 'Dynamin-related protein 1', 'dynamin 1 like', 'Dynamin-like protein IV', 'Dnm1p/Vps1p-like protein', 'DYMPLE', 'HDYNIV', 'EMPF1', 'Dynamin-1-like protein', 'Dynamin family member proline-rich carboxyl-terminal domain less', 'DRP1', 'Dymple', 'EMPF', 'DNM1L', 'OPA5', 'DLP1', 'Dynamin-like protein 4', 'DVLP', 'EC 3.6.5.5']"
801,O43847,"['N-arginine dibasic convertase', 'EC 3.4.24.61', 'nardilysin convertase', 'NRD-C', 'NRDC', 'Nardilysin', 'hNRD1', 'hNRD2', 'NRD1', 'Nardilysin convertase', 'NRD convertase']"
802,Q8IUX1,"['TMEM126B', 'Transmembrane protein 126B', 'HT007', 'transmembrane protein 126B', 'Complex I assembly factor TMEM126B, mitochondrial', 'MC1DN29']"
803,Q96CB9,"['NSUN4', 'NOL1/NOP2/Sun domain family member 4', 'NOP2/Sun RNA methyltransferase 4', 'EC 2.1.1.-', '5-methylcytosine rRNA methyltransferase NSUN4', 'SHTAP', '5-methylcytosine tRNA methyltransferase NSUN4']"
804,Q9H6R3,"['-', 'Acyl-CoA synthetase short-chain family member 3', 'acyl-CoA synthetase short chain family member 3', 'EC 6.2.1.17', 'EC 6.2.1.1', 'Acetate--CoA ligase 3', 'ACSS3', 'Acyl-CoA synthetase short-chain family member 3, mitochondrial', 'Propionate--CoA ligase']"
805,Q96KR6,"['FAM210B', 'Protein FAM210B, mitochondrial', 'dJ1167H4.1', '5A3', 'family with sequence similarity 210 member B', 'C20orf108']"
806,Q8N0V3,"['ribosome binding factor A', 'HsT169', 'Putative ribosome-binding factor A, mitochondrial', 'RBFA', 'C18orf22']"
807,Q6UB28,"['MAP 1D', 'Metap1l', 'Methionine aminopeptidase 1D, mitochondrial', 'EC 3.4.11.18', 'MetAP 1D', 'Peptidase M 1D', 'Methionyl aminopeptidase type 1D, mitochondrial', 'METAP1D', 'MAP1D', 'methionyl aminopeptidase type 1D, mitochondrial']"
808,O43865,"['DCAL', 'AHCYL1', 'XPVKONA', 'DC-expressed AHCY-like molecule', 'PPP1R78', 'IRBIT', 'AdoHcyase 2', 'PRO0233', 'S-adenosyl-L-homocysteine hydrolase 2', 'S-adenosylhomocysteine hydrolase-like protein 1', 'Putative adenosylhomocysteinase 2', 'adenosylhomocysteinase like 1', 'IP(3)Rs binding protein released with IP(3)']"
809,Q9UFN0,"['Target for Salmonella secreted protein C', 'Protein NipSnap homolog 4', 'nipsnap homolog 3A', 'NipSnap4', 'HSPC299', 'NIPSNAP4', 'TASSC', 'NIPSNAP3A', 'Protein NipSnap homolog 3A', 'TassC', 'NipSnap3A']"
810,Q5VT66,"['EC 1.7.-.-', 'MOSC1', 'Molybdenum cofactor sulfurase C-terminal domain-containing protein 1', 'Mitochondrial amidoxime-reducing component 1', 'MTARC1', 'mitochondrial amidoxime reducing component 1', 'Moco sulfurase C-terminal domain-containing protein 1', 'MOSC domain-containing protein 1', 'MARC1', 'mARC1']"
811,Q8IVP5,"['FUN14 domain containing 1', 'FUN14 domain-containing protein 1', '-', 'FUNDC1']"
812,P33121,"['ACSL1', 'EC 6.2.1.3', 'LACS 2', 'Long-chain acyl-CoA synthetase 2', 'LACS', 'FACL2', 'Palmitoyl-CoA ligase 2', 'FACL1', 'Palmitoyl-CoA ligase 1', 'Long-chain-fatty-acid--CoA ligase 1', 'Long-chain fatty acid-CoA ligase 2', 'Arachidonate--CoA ligase', 'EC 6.2.1.24', 'LACS1', 'Phytanate--CoA ligase', 'EC 6.2.1.15', 'Acyl-CoA synthetase 1', 'acyl-CoA synthetase long chain family member 1', 'Long-chain acyl-CoA synthetase 1', 'ACS1', 'LACS 1', 'LACS2']"
813,Q5RI15,"['Cytochrome c oxidase assembly protein COX20, mitochondrial', 'COX20', 'cytochrome c oxidase assembly factor COX20', 'FAM36A']"
